name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
Another Earth,100000,Artists Public Domain,USA,Mike Cahill,Drama,1316074,PG-13,12/10/2011,92,7,Brit Marling,78957,Mike Cahill,2011,10240,508,4026354,1
Another Gay Movie,500000,Luna Pictures,USA,Todd Stephens,Comedy,654132,NOT RATED,03/05/2007,92,5,Michael Carbonaro,8093,Tim Kaltenecker,2006,1313,79,173079,1
Another Year,0,Thin Man Films,UK,Mike Leigh,Comedy,3205706,PG-13,04/02/2011,129,7.3,Jim Broadbent,24862,Mike Leigh,2010,6422,96,1241679,1
Ant-Man,130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,PG-13,17/07/2015,117,7.3,Paul Rudd,388417,Edgar Wright,2015,32276,2497,,1
Anthropoid,0,LD Entertainment,Czech Republic,Sean Ellis,Biography,2959288,R,09/09/2016,120,7.2,Jamie Dornan,28589,Sean Ellis,2016,14941,601,,0
Anticristo,11000000,Zentropa Entertainments,Denmark,Lars von Trier,Drama,397070,NOT RATED,18/03/2011,108,6.6,Willem Dafoe,96352,Lars von Trier,2009,198,20,24572,2
Apocalypto,40000000,Icon Entertainment International,USA,Mel Gibson,Action,50866635,R,08/12/2006,139,7.8,Gerardo Taracena,252584,Mel Gibson,2006,13478,1280,5592597,1
Apollo 18,5000000,Dimension Films,USA,Gonzalo López-Gallego,Horror,17686929,PG-13,02/09/2011,86,5.2,Warren Christie,49108,Brian Miller,2011,5672,244,547521,1
Appaloosa,20000000,New Line Cinema,USA,Ed Harris,Crime,20207003,R,03/10/2008,115,6.8,Ed Harris,52814,Robert Knott,2008,2860,148,1171481,0
Aquamarine,12000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Comedy,18595716,PG,03/03/2006,100,5.3,Emma Roberts,33023,John Quaintance,2006,9761,481,5772027,1
Arbitrage,12000000,Lionsgate,USA,Nicholas Jarecki,Drama,7918283,R,14/09/2012,107,6.6,Richard Gere,44196,Nicholas Jarecki,2012,1161,19,,0
Are We Done Yet?,28000000,Revolution Studios,Canada,Steve Carr,Comedy,49631958,PG,04/04/2007,92,4,Ice Cube,16749,Hank Nelken,2007,63,33,26664,2
Argo,44500000,Warner Bros.,USA,Ben Affleck,Adventure,136025503,R,12/10/2012,120,7.7,Ben Affleck,491286,Chris Terrio,2012,3555,411,,1
Armored,27000000,Screen Gems,USA,Nimród Antal,Action,15988876,PG-13,04/12/2009,88,5.7,Columbus Short,27251,James V. Simpson,2009,48,2,10235,1
Arrival,47000000,Lava Bear Films,USA,Denis Villeneuve,Drama,100546139,PG-13,11/11/2016,116,8,Amy Adams,391385,Eric Heisserer,2016,103758,3114,,1
Arthur,40000000,Warner Bros.,USA,Jason Winer,Comedy,33035397,PG-13,08/04/2011,110,5.7,Russell Brand,47103,Peter Baynham,2011,245,15,43897,1
Arthur and the Invisibles,86000000,EuropaCorp,France,Luc Besson,Animation,15132763,PG,12/01/2007,94,6,Freddie Highmore,27672,Céline Garcia,2006,253,22,113166,2
"As Above, So Below",5000000,Legendary Entertainment,USA,John Erick Dowdle,Horror,21197315,R,29/08/2014,93,6.2,Perdita Weeks,57343,John Erick Dowdle,2014,14452,869,,1
Assassin's Creed,125000000,Regency Enterprises,USA,Justin Kurzel,Action,54645723,PG-13,21/12/2016,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016,67267,2475,,1
Astro Boy,65000000,Imagi Animation Studios,Hong Kong,David Bowers,Animation,19548064,PG,23/10/2009,94,6.3,Freddie Highmore,27771,Osamu Tezuka,2009,61,15,671657,1
At Any Price,0,Black Bear Pictures,USA,Ramin Bahrani,Drama,379791,R,01/05/2013,105,5.7,Dennis Quaid,6237,Ramin Bahrani,2012,1895,87,,1
ATL,0,Sweet Tea Pictures LLC,USA,Chris Robinson,Comedy,21160089,PG-13,31/03/2006,105,6,T.I.,8872,Tina Gordon Chism,2006,20,5,247273,1
Atlas Shrugged: Part I,20000000,Atlas Productions,USA,Paul Johansson,Drama,4752353,PG-13,15/04/2011,97,5.7,Taylor Schilling,11831,Brian Patrick O'Toole,2011,214,96,3420010,0
ATM,3000000,Gold Circle Films,USA,David Brooks,Horror,2034,R,02/03/2012,90,4.7,Alice Eve,20140,Chris Sparling,2012,818433,50115,,2
Atonement,30000000,Universal Pictures,UK,Joe Wright,Drama,50927067,R,11/01/2008,123,7.8,Keira Knightley,207447,Ian McEwan,2007,5717,135,1343892,1
Attack on Titan: Part 1,0,Kôdansha,Japan,Shinji Higuchi,Action,449523,NOT RATED,01/08/2015,98,5.1,Haruma Miura,9847,Hajime Isayama,2015,237624,30003,,0
Attack the Block,13000000,StudioCanal,UK,Joe Cornish,Action,1024175,R,13/05/2011,88,6.6,John Boyega,87579,Joe Cornish,2011,3520,73,212045,0
August Rush,30000000,Warner Bros.,USA,Kirsten Sheridan,Drama,31655091,PG,21/11/2007,114,7.5,Freddie Highmore,92924,Nick Castle,2007,30916,697,5593529,0
August: Osage County,25000000,The Weinstein Company,USA,John Wells,Drama,37738503,R,10/01/2014,121,7.2,Meryl Streep,73438,Tracy Letts,2013,4486,318,,2
Austenland,0,Fickle Fish Films,UK,Jerusha Hess,Comedy,2151202,PG-13,27/09/2013,97,6.3,Keri Russell,16374,Jerusha Hess,2013,3146,160,,1
Australia,130000000,Twentieth Century Fox Film Corporation,UK,Baz Luhrmann,Adventure,49554002,PG-13,26/11/2008,165,6.6,Nicole Kidman,107593,Stuart Beattie,2008,8902,1255,1591912,1
Avatar,237000000,Twentieth Century Fox Film Corporation,UK,James Cameron,Action,760507625,PG-13,18/12/2009,162,7.8,Sam Worthington,954412,James Cameron,2009,597,200,420705,1
Avengers: Age of Ultron,250000000,Marvel Studios,USA,Joss Whedon,Action,459005868,PG-13,01/05/2015,141,7.4,Robert Downey Jr.,537832,Joss Whedon,2015,13044,706,,1
Awake,8600000,The Weinstein Company,USA,Joby Harold,Crime,14377198,R,30/11/2007,84,6.5,Hayden Christensen,66246,Joby Harold,2007,356407,2564,21357482,2
Away We Go,17000000,Focus Features,USA,Sam Mendes,Comedy,9451946,R,26/06/2009,98,7.1,John Krasinski,47589,Dave Eggers,2009,537,13,278798,1
Baahubali: The Beginning,18026148,Arka Mediaworks,India,S.S. Rajamouli,Action,6738000,Not specified,09/07/2015,159,8.2,Prabhas,81329,Vijayendra Prasad,2015,8654,1561,,1
Babel,25000000,Paramount Pictures,France,Alejandro González Iñárritu,Drama,34302837,R,10/11/2006,143,7.5,Brad Pitt,257380,Guillermo Arriaga,2006,79847,2355,23005169,0
Baby Mama,30000000,Broadway Video,USA,Michael McCullers,Comedy,60269340,PG-13,25/04/2008,100,6,Tina Fey,36032,Michael McCullers,2008,8838,369,803309,1
Babylon A.D.,70000000,Babylon,France,Mathieu Kassovitz,Action,22531698,PG-13,29/08/2008,101,5.6,Vin Diesel,85627,Maurice G. Dantec,2008,12,10,625483,1
Bachelorette,3000000,Gary Sanchez Productions,USA,Leslye Headland,Comedy,447954,R,12/07/2013,87,5.3,Kirsten Dunst,39857,Leslye Headland,2012,561,11,,1
Bad Grandpa,15000000,Dickhouse Productions,USA,Jeff Tremaine,Comedy,102003019,R,25/10/2013,92,6.5,Johnny Knoxville,81683,Johnny Knoxville,2013,34770,4001,,2
Bad Lieutenant: Port of Call New Orleans,20000000,Millennium Films,USA,Werner Herzog,Crime,1697956,R,11/12/2009,122,6.7,Nicolas Cage,67565,William M. Finkelstein,2009,12,4,796098,2
Bad Moms,20000000,STX Entertainment,USA,Jon Lucas,Comedy,113257297,R,29/07/2016,100,6.2,Mila Kunis,76251,Jon Lucas,2016,3009,111,,2
Bad Santa 2,26000000,Broad Green Pictures,USA,Mark Waters,Comedy,17664973,R,23/11/2016,92,5.5,Billy Bob Thornton,13114,Johnny Rosenthal,2016,3174,302,,2
Bad Teacher,20000000,Columbia Pictures,USA,Jake Kasdan,Comedy,100292856,R,24/06/2011,92,5.7,Cameron Diaz,169725,Gene Stupnitsky,2011,192,102,1546186,2
Balls of Fury,0,Rogue Pictures,USA,Robert Ben Garant,Comedy,32844290,PG-13,29/08/2007,90,5.3,Dan Fogler,37238,Thomas Lennon,2007,13650,1224,3148048,1
Bangkok Dangerous,40000000,Initial Entertainment Group (IEG),USA,Danny Pang,Action,15279680,R,05/09/2008,99,5.4,Nicolas Cage,50355,Jason Richman,2008,304,40,94886,2
Barefoot,6000000,WhiteFlame Productions,USA,Andrew Fleming,Comedy,11766,PG-13,04/09/2014,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski,2014,14800,827,,0
Basic Instinct 2,70000000,Metro-Goldwyn-Mayer (MGM),UK,Michael Caton-Jones,Drama,5971336,R,31/03/2006,114,4.2,Sharon Stone,32861,Leora Barish,2006,20,4,30835,2
Batman v Superman: Dawn of Justice,250000000,Warner Bros.,USA,Zack Snyder,Action,330360194,PG-13,25/03/2016,151,6.6,Ben Affleck,497351,Chris Terrio,2016,457067,19133,,1
Batman: The Killing Joke,3500000,Warner Bros. Animation,USA,Sam Liu,Animation,3775000,R,25/07/2016,76,6.5,Kevin Conroy,36333,Brian Azzarello,2016,14200,279,,1
Battle in Seattle,8000000,Hyde Park Entertainment,Canada,Stuart Townsend,Action,223537,R,07/05/2008,99,6.7,André Benjamin,13248,Stuart Townsend,2007,785,61,153732,1
Battle Los Angeles,70000000,Columbia Pictures,USA,Jonathan Liebesman,Action,83552429,PG-13,11/03/2011,116,5.8,Aaron Eckhart,160672,Christopher Bertolini,2011,3452,177,1080688,1
Battleship,209000000,Universal Pictures,USA,Peter Berg,Action,65422625,PG-13,18/05/2012,131,5.8,Alexander Skarsgård,213632,Jon Hoeber,2012,31106,2721,,0
Be Kind Rewind,20000000,New Line Cinema,UK,Michel Gondry,Comedy,11169531,PG-13,22/02/2008,102,6.4,Jack Black,82776,Michel Gondry,2008,3300,139,1533129,1
Beastly,17000000,CBS Films,USA,Daniel Barnz,Drama,27865571,PG-13,04/03/2011,86,5.6,Alex Pettyfer,68242,Daniel Barnz,2011,45211,1715,11764088,1
Beasts of No Nation,6000000,"Princess Grace Foundation, The",USA,Cary Fukunaga,Drama,83861,NOT RATED,16/10/2015,137,7.8,Abraham Attah,52905,Cary Fukunaga,2015,38551,2009,,1
Beasts of the Southern Wild,1800000,Cinereach,USA,Benh Zeitlin,Adventure,12795746,PG-13,14/02/2013,93,7.3,Quvenzhané Wallis,73864,Lucy Alibar,2012,1367,38,,1
Beautiful Creatures,60000000,Alcon Entertainment,USA,Richard LaGravenese,Drama,19452138,PG-13,14/02/2013,124,6.2,Alice Englert,73570,Richard LaGravenese,2013,15582,961,,1
Because I Said So,0,Universal Pictures,USA,Michael Lehmann,Comedy,42674040,PG-13,02/02/2007,100,5.6,Diane Keaton,33901,Karen Leigh Hopkins,2007,308,21,503364,1
Becoming Jane,16500000,HanWay Films,UK,Julian Jarrold,Biography,18670946,PG,10/08/2007,120,7.1,Anne Hathaway,50326,Jane Austen,2007,526,5,247529,1
Bedtime Stories,80000000,Walt Disney Pictures,USA,Adam Shankman,Comedy,110101975,PG,25/12/2008,99,6.1,Adam Sandler,76733,Matt Lopez,2008,2947,202,323767,1
Bee Movie,150000000,DreamWorks Animation,USA,Simon J. Smith,Animation,126631277,PG,02/11/2007,91,6.1,Jerry Seinfeld,115409,Jerry Seinfeld,2007,2700,314,268895,1
Beerfest,17500000,Warner Bros.,USA,Jay Chandrasekhar,Comedy,19185184,R,25/08/2006,110,6.3,Jay Chandrasekhar,57005,Jay Chandrasekhar,2006,4,1,108427,1
Before I Go to Sleep,22000000,Scott Free Productions,UK,Rowan Joffe,Drama,2963012,R,31/10/2014,92,6.3,Nicole Kidman,56415,Rowan Joffe,2014,4611,263,,1
Before Midnight,3000000,Faliro House Productions,USA,Richard Linklater,Drama,8114627,R,14/06/2013,109,7.9,Ethan Hawke,108281,Richard Linklater,2013,2489,135,,1
Before the Devil Knows You're Dead,18000000,Capitol Films,USA,Sidney Lumet,Crime,7083025,R,26/10/2007,117,7.3,Philip Seymour Hoffman,85707,Kelly Masterson,2007,846,72,1500249,0
Before We Go,0,G4 Productions,USA,Chris Evans,Comedy,37047,PG-13,21/07/2015,95,6.9,Chris Evans,34243,Ronald Bass,2014,10350,208,,0
Begin Again,8000000,Exclusive Media Group,USA,John Carney,Comedy,16170632,R,11/07/2014,104,7.4,Keira Knightley,115851,John Carney,2013,896073,27280,,1
Beginners,3200000,Olympus Pictures,USA,Mike Mills,Comedy,5790894,R,26/08/2011,105,7.2,Ewan McGregor,78833,Mike Mills,2010,6433,242,2560511,1
Behind the Mask: The Rise of Leslie Vernon,0,Glen Echo Entertainment,USA,Scott Glosserman,Comedy,69136,R,13/10/2006,100,6.8,Nathan Baesel,18107,Scott Glosserman,2006,199,7,30471,2
Being Flynn,0,Focus Features,USA,Paul Weitz,Drama,526322,R,19/04/2013,100,6.4,Paul Dano,14873,Paul Weitz,2012,1220,85,,1
Bel Ami,0,Redwave Films,UK,Declan Donnellan,Drama,119919,R,12/10/2012,102,5.4,Robert Pattinson,16219,Guy de Maupassant,2012,273,12,,0
Belle,10900000,DJ Films,UK,Amma Asante,Biography,10726630,PG,13/06/2014,100,7.4,Gugu Mbatha-Raw,23053,Misan Sagay,2013,57503,4351,,0
Ben-Hur,100000000,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681,PG-13,19/08/2016,123,5.7,Jack Huston,31863,Lew Wallace,2016,15980,7347,,0
Beowulf,150000000,Paramount Pictures,USA,Robert Zemeckis,Animation,82161969,PG-13,16/11/2007,115,6.2,Ray Winstone,148203,Neil Gaiman,2007,44092,564,2059955,1
Bernie,5000000,Mandalay Vision,USA,Richard Linklater,Biography,9203192,PG-13,22/06/2012,99,6.8,Jack Black,49922,Skip Hollandsworth,2011,723,1157,28117,2
Better Living Through Chemistry,5000000,Occupant Entertainment,UK,Geoff Moore,Comedy,72273,NOT RATED,14/03/2014,91,6.3,Sam Rockwell,12284,Geoff Moore,2014,5694,127,,1
Beverly Hills Chihuahua,20000000,Mandeville Films,USA,Raja Gosnell,Adventure,94514402,PG,03/10/2008,91,3.7,Drew Barrymore,18775,Analisa LaBianco,2008,532,51,77611,1
Beyond a Reasonable Doubt,25000000,Autonomous Films,USA,Peter Hyams,Crime,32409,PG-13,10/09/2010,106,5.9,Jesse Metcalfe,11153,Peter Hyams,2009,7,1,23131,0
Beyond the Black Rainbow,0,Chromewood Productions,Canada,Panos Cosmatos,Sci-Fi,56129,R,22/04/2011,110,6,Eva Bourne,7662,Panos Cosmatos,2010,6002,258,964350,1
Beyond the Lights,7000000,Black Entertainment Television (BET),USA,Gina Prince-Bythewood,Drama,14618727,PG-13,14/11/2014,116,6.9,Gugu Mbatha-Raw,12718,Gina Prince-Bythewood,2014,960,13,,0
Big Eyes,10000000,The Weinstein Company,USA,Tim Burton,Biography,14479776,PG-13,25/12/2014,106,7,Amy Adams,66972,Scott Alexander,2014,128964,1906,,1
Big Game,0,Subzero Film Entertainment,UK,Jalmari Helander,Action,16909,PG-13,26/06/2015,90,5.4,Samuel L. Jackson,24225,Jalmari Helander,2014,10650,829,,2
Big Hero 6,165000000,FortyFour Studios,USA,Don Hall,Animation,222527828,PG,07/11/2014,102,7.8,Ryan Potter,320396,Jordan Roberts,2014,22918,2629,,1
Big Miracle,40000000,Universal Pictures,USA,Ken Kwapis,Biography,20113965,PG,03/02/2012,107,6.5,Drew Barrymore,16132,Jack Amiel,2012,1751,81,,1
Big Momma's House 2,40000000,Twentieth Century Fox Film Corporation,USA,John Whitesell,Comedy,70165972,PG-13,27/01/2006,99,4.6,Martin Lawrence,34616,Don Rhymer,2006,80,65,336239,2
"Big Mommas: Like Father, Like Son",32000000,Regency Enterprises,USA,John Whitesell,Action,37915414,PG-13,18/02/2011,107,4.4,Martin Lawrence,21446,Matt Fogel,2011,2700,183,745048,0
Billy Lynn's Long Halftime Walk,40000000,Bona Film Group,UK,Ang Lee,Drama,1721524,R,18/11/2016,113,6.3,Joe Alwyn,14631,Ben Fountain,2016,12269,1185,,0
Birdman or (The Unexpected Virtue of Ignorance),18000000,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598,R,14/11/2014,119,7.8,Michael Keaton,455260,Alejandro González Iñárritu,2014,25234,2848,,1
Bitch Slap,0,Bombshell Pictures,USA,Rick Jacobson,Action,17365,R,06/11/2009,109,4.5,Julia Voth,12478,Rick Jacobson,2009,4849,74,5678612,2
Biutiful,0,Menageatroz,Mexico,Alejandro González Iñárritu,Drama,5101237,R,04/02/2011,148,7.5,Javier Bardem,74415,Alejandro González Iñárritu,2010,1315,44,569557,0
Black Book,21000000,Fu Works,Netherlands,Paul Verhoeven,Drama,4398392,R,18/05/2007,145,7.8,Carice van Houten,63950,Gerard Soeteman,2006,811,67,933786,2
Black Christmas,9000000,Dimension Films,USA,Glen Morgan,Horror,16235293,R,25/12/2006,84,4.6,Michelle Trachtenberg,21102,Glen Morgan,2006,808,16,53532,1
Black Death,0,Egoli Tossell Film,Germany,Christopher Smith,Action,22554,R,11/06/2010,102,6.4,Eddie Redmayne,38417,Dario Poloni,2010,2129,195,457252,0
Black Dynamite,2900000,Destination Films,USA,Scott Sanders,Action,228477,R,13/01/2010,84,7.4,Arsenio Hall,38535,Michael Jai White,2009,22003,863,2641064,1
Black Mass,53000000,Cross Creek Pictures,USA,Scott Cooper,Biography,62575678,R,18/09/2015,123,6.9,Johnny Depp,140407,Mark Mallouk,2015,39202,1025,,0
Black Sea,0,Focus Features,UK,Kevin Macdonald,Adventure,1171559,R,23/01/2015,114,6.4,Jude Law,28336,Dennis Kelly,2014,30997,297,,0
Black Sheep,0,New Zealand Film Commission,New Zealand,Jonathan King,Comedy,82987,NOT RATED,29/03/2007,87,5.8,Oliver Driver,36120,Jonathan King,2006,1838,209,602416,1
Black Snake Moan,15000000,Paramount Classics,USA,Craig Brewer,Drama,9396870,R,02/03/2007,116,7,Christina Ricci,55548,Craig Brewer,2006,4022,131,674680,2
Black Swan,13000000,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,R,17/12/2010,108,8,Natalie Portman,594148,Mark Heyman,2010,50618,2409,27981439,1
Blackhat,70000000,Forward Pass,USA,Michael Mann,Crime,7097125,R,16/01/2015,133,5.4,Chris Hemsworth,44249,Morgan Davis Foehl,2015,4114,440,,1
Blackway,8000000,Enderby Entertainment,USA,Daniel Alfredson,Thriller,16458,R,10/06/2016,90,5.2,Anthony Hopkins,4931,Castle Freeman Jr.,2015,142079,2661,,2
Blades of Glory,61000000,DreamWorks,USA,Josh Gordon,Comedy,118594548,PG-13,30/03/2007,100,6.3,Will Ferrell,137537,Jeff Cox,2007,65,45,515077,1
Bleed for This,6000000,Verdi Productions,USA,Ben Younger,Biography,4847865,R,18/11/2016,117,6.8,Miles Teller,15158,Ben Younger,2016,55787,920,,0
Blended,40000000,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610,PG-13,23/05/2014,117,6.5,Adam Sandler,96218,Ivan Menchell,2014,33890,2468,,1
Blind Dating,0,Samuel Goldwyn Films,USA,James Keach,Comedy,87416,PG-13,20/02/2009,100,6.1,Chris Pine,10385,Christopher Theo,2006,1,0,302,2
Blood and Chocolate,15000000,Metro-Goldwyn-Mayer (MGM),USA,Katja von Garnier,Drama,3525161,PG-13,26/01/2007,100,5.5,Agnes Bruckner,15964,Ehren Kruger,2007,53,4,319206,2
Blood Ties,25500000,Les Productions du Trésor,France,Guillaume Canet,Crime,41229,R,01/11/2013,127,6.5,Clive Owen,16156,Guillaume Canet,2013,470,21,,2
Blue Is the Warmest Color,0,Quat'sous Films,France,Abdellatif Kechiche,Drama,2199675,NC-17,14/02/2014,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013,2999,193,,0
Blue Jasmine,18000000,Gravier Productions,USA,Woody Allen,Drama,33405481,PG-13,23/08/2013,98,7.3,Cate Blanchett,164208,Woody Allen,2013,1590,138,,2
Blue Ruin,1066167,The Lab of Madness,USA,Jeremy Saulnier,Crime,258113,R,09/07/2014,90,7.1,Macon Blair,51447,Jeremy Saulnier,2013,758,21,,0
Blue Valentine,3500000,Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,9737892,R,28/01/2011,112,7.4,Ryan Gosling,154714,Derek Cianfrance,2010,130,1,2982,1
Bobby,14000000,The Weinstein Company,USA,Emilio Estevez,Biography,11242801,R,23/11/2006,117,7,Anthony Hopkins,39109,Emilio Estevez,2006,297,6,145326,0
Body of Lies,70000000,Warner Bros.,USA,Ridley Scott,Action,39394666,R,10/10/2008,128,7.1,Leonardo DiCaprio,185521,William Monahan,2008,1182,77,651783,2
Bolt,150000000,Walt Disney Animation Studios,USA,Byron Howard,Animation,114053579,PG,21/11/2008,96,6.9,John Travolta,158580,Dan Fogelman,2008,1486,562,388620,1
Boo! A Madea Halloween,20000000,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,73159525,PG-13,21/10/2016,103,4.7,Tyler Perry,4640,Tyler Perry,2016,20755,1657,,1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,Four by Two,USA,Larry Charles,Comedy,128505958,R,03/11/2006,84,7.3,Sacha Baron Cohen,312878,Sacha Baron Cohen,2006,382,218,1204463,1
Born to Be Blue,0,New Real Films,Canada,Robert Budreau,Biography,667476,R,30/03/2016,97,6.9,Ethan Hawke,5113,Robert Budreau,2015,7615,58,,1
Bottle Shock,5000000,Shocking Bottle,USA,Randall Miller,Comedy,4040588,PG-13,05/09/2008,110,6.8,Chris Pine,13051,Jody Savin,2008,48,4,17002,2
Boy,0,Whenua Films,New Zealand,Taika Waititi,Comedy,255179,NOT RATED,25/03/2010,87,7.5,James Rolleston,11504,Taika Waititi,2010,164312,4177,19566292,2
Boy A,0,Cuba Pictures,UK,John Crowley,Drama,106368,R,04/09/2008,102,7.7,Andrew Garfield,34409,Jonathan Trigell,2007,276,8,215681,1
Boyhood,4000000,IFC Productions,USA,Richard Linklater,Drama,25379975,R,15/08/2014,165,7.9,Ellar Coltrane,293068,Richard Linklater,2014,11492,366,,1
Bratz,20000000,Avi Arad & Associates,USA,Sean McNamara,Comedy,10005534,PG,03/08/2007,100,2.9,Skyler Shaye,15573,Susan Estelle Jansen,2007,503,257,1695145,1
Brave,185000000,Walt Disney Pictures,USA,Mark Andrews,Animation,237283207,PG,22/06/2012,93,7.2,Kelly Macdonald,302017,Brenda Chapman,2012,657717,17443,,1
Breach,0,Universal Pictures,USA,Billy Ray,Biography,33231264,PG-13,16/02/2007,110,7,Chris Cooper,53763,Adam Mazer,2007,135,14,223570,0
Breaking and Entering,0,Miramax,UK,Anthony Minghella,Crime,928960,R,05/01/2007,120,6.5,Jude Law,20590,Anthony Minghella,2006,12776,129,1633609,2
Breathe In,0,Indian Paintbrush,USA,Drake Doremus,Drama,15324,R,16/05/2014,98,6.4,Felicity Jones,11843,Drake Doremus,2013,23788,973,,1
Bride Wars,30000000,Fox 2000 Pictures,USA,Gary Winick,Comedy,58715510,PG,09/01/2009,89,5.5,Kate Hudson,86156,Greg DePaul,2009,975,34,355835,0
Brideshead Revisited,20000000,Ecosse Films,UK,Julian Jarrold,Drama,6414563,PG-13,15/08/2008,100,6.7,Matthew Goode,10581,Andrew Davies,2008,44,3,6542,0
Bridesmaids,32500000,Universal Pictures,USA,Paul Feig,Comedy,169106725,R,13/05/2011,125,6.8,Kristen Wiig,232190,Kristen Wiig,2011,268,178,3770914,1
Bridge of Spies,40000000,DreamWorks,USA,Steven Spielberg,Drama,72313754,PG-13,16/10/2015,142,7.6,Tom Hanks,227862,Matt Charman,2015,13945,607,,1
Bridge to Terabithia,17000000,Walden Media,USA,Gabor Csupo,Adventure,82272442,PG,16/02/2007,96,7.2,Josh Hutcherson,119947,Jeff Stockwell,2007,3968,65,196464,1
Bright Star,8500000,Pathé Renn Productions,UK,Jane Campion,Biography,4444637,PG,09/10/2009,119,7,Abbie Cornish,22535,Jane Campion,2009,616,10,157426,1
Broken City,35000000,Emmett/Furla/Oasis Films (EFO Films),USA,Allen Hughes,Crime,19701164,R,18/01/2013,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013,605,40,,2
