budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Likes,Dislike
35000000,Regency Enterprises,USA,Ken Scott,Comedy,10214013,Unfinished Business,R,06-03-2015,91,5.4,Vince Vaughn,26051,Steve Conrad,2015,,
7000000,Double Feature Films,USA,Peter Sollett,Biography,532988,Freeheld,PG-13,04-03-2016,103,6.5,Julianne Moore,8801,Ron Nyswaner,2015,,
2000000,BN Films,Mexico,Jerry Jameson,Action,2557668,Captive,PG-13,18-09-2015,97,5.4,Kate Mara,5253,Brian Bird,2015,,
0,Modern Man Films,USA,James Ponsoldt,Biography,2993669,The End of the Tour,R,12-11-2015,106,7.3,Jason Segel,22192,Donald Margulies,2015,,
3000000,Ealing Studios Entertainment,UK,Andrew Mogel,Comedy,660994,The D Train,R,08-05-2015,101,5,Jack Black,9146,Jarrad Paul,2015,,
0,BB Film Productions,USA,Michael Almereyda,Biography,155075,Experimenter,PG-13,16-10-2015,98,6.6,John Palladino,13263,Michael Almereyda,2015,,
2000000,See-Saw Films,UK,John Maclean,Western,229094,Slow West,R,16-04-2015,84,6.9,Kodi Smit-McPhee,33032,John Maclean,2015,,
0,Rhombus Media,Canada,Stephen Dunn,Drama,41866,Closet Monster,NOT RATED,27-05-2016,90,7,Aaron Abrams,4860,Stephen Dunn,2015,,
0,Kôdansha,Japan,Shinji Higuchi,Action,449523,Attack on Titan: Part 1,NOT RATED,01-08-2015,98,5.1,Haruma Miura,9847,Hajime Isayama,2015,,
11000000,Motlys,Norway,Joachim Trier,Drama,161789,Más fuerte que las bombas,R,01-07-2016,109,6.6,Jesse Eisenberg,8742,Joachim Trier,2015,,
800000,Audax Films,USA,Jon Watts,Crime,128002,Cop Car,R,07-08-2015,88,6.3,Kevin Bacon,24256,Jon Watts,2015,,
1400000,Buffalo Films,Colombia,Ciro Guerra,Adventure,1329249,Embrace of the Serpent,NOT RATED,25-05-2015,125,7.9,Nilbio Torres,13698,Ciro Guerra,2015,,
0,BFI Film Fund,UK,Andrew Haigh,Drama,4250507,45 Years,R,25-12-2015,91,7.1,Charlotte Rampling,23800,Andrew Haigh,2015,,
4000000,Avi Chai fund,Israel,Natalie Portman,Biography,569381,Una historia de amor y oscuridad,PG-13,19-08-2016,95,6,Natalie Portman,2003,Natalie Portman,2015,,
25000000,StudioCanal,UK,Mark Burton,Animation,19375982,Shaun the Sheep Movie,PG,05-08-2015,85,7.4,Justin Fletcher,28138,Mark Burton,2015,,
3200000,Anonymous Content,USA,Lorene Scafaria,Comedy,4265673,The Meddler,PG-13,03-06-2016,103,6.3,Susan Sarandon,7979,Lorene Scafaria,2015,,
15000000,Covert Media,USA,Barry Levinson,Comedy,2982281,Rock the Kasbah,R,23-10-2015,106,5.5,Bill Murray,8063,Mitch Glazer,2015,,
15000000,Central Motion Pictures,Taiwan,Hsiao-Hsien Hou,Action,613556,The Assassin,NOT RATED,30-09-2016,105,6.4,Qi Shu,12237,Cheng Ah,2015,,
20000000,Metanoia Films,Mexico,Alejandro Monteverde,Drama,6420319,El gran pequeño,PG-13,24-04-2015,106,7.4,Jakob Salvati,19156,Alejandro Monteverde,2015,,
0,Two Flints,USA,Brett Haley,Comedy,7425963,I'll See You in My Dreams,PG-13,15-05-2015,92,6.7,Blythe Danner,5282,Marc Basch,2015,,
8000000,Lionsgate,USA,Mark Neveldine,Horror,1712111,The Vatican Tapes,PG-13,07-08-2015,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli,2015,,
5000000,Astute Films,USA,Michael Polish,Drama,4700361,90 Minutes in Heaven,PG-13,11-09-2015,121,4.7,Kate Bosworth,2631,Michael Polish,2015,,
0,Chaz Productions,France,Catherine Corsini,Drama,35034,Summertime,NOT RATED,19-08-2015,105,6.6,Cécile De France,2301,Catherine Corsini,2015,,
6000000,Human Stew Factory,USA,Ana Lily Amirpour,Drama,177680,The Bad Batch,R,23-06-2017,118,5.4,Suki Waterhouse,8340,Ana Lily Amirpour,2016,,
125000000,Regency Enterprises,USA,Justin Kurzel,Action,54645723,Assassin's Creed,PG-13,21-12-2016,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016,,
30000000,Summit Entertainment,USA,Damien Chazelle,Comedy,151101803,La La Land,PG-13,25-12-2016,128,8.2,Ryan Gosling,308891,Damien Chazelle,2016,,
175000000,Atlas Entertainment,USA,David Ayer,Action,325100054,Suicide Squad,PG-13,05-08-2016,123,6.2,Will Smith,435667,David Ayer,2016,,
75000000,Dentsu,USA,Garth Jennings,Animation,270329045,Sing,PG,21-12-2016,108,7.1,Matthew McConaughey,81466,Garth Jennings,2016,,
180000000,Heyday Films,UK,David Yates,Adventure,234037575,Fantastic Beasts and Where to Find Them,PG-13,18-11-2016,133,7.4,Eddie Redmayne,268073,J.K. Rowling,2016,,
150000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,248757044,Moana,PG,23-11-2016,107,7.6,Auli'i Cravalho,157290,Jared Bush,2016,,
90000000,Metro-Goldwyn-Mayer (MGM),USA,Antoine Fuqua,Action,93381044,The Magnificent Seven,PG-13,23-09-2016,132,6.9,Denzel Washington,138262,Akira Kurosawa,2016,,
44000000,Warner Bros.,USA,Gavin O'Connor,Action,86198014,The Accountant,R,14-10-2016,128,7.4,Ben Affleck,188598,Bill Dubuque,2016,,
30000000,Keep Your Head,USA,James Gray,Adventure,8574339,The Lost City of Z,PG-13,21-04-2017,141,6.6,Charlie Hunnam,39409,James Gray,2016,,
22500000,Focus Features,USA,Tom Ford,Crime,10639114,Nocturnal Animals,R,09-12-2016,116,7.5,Amy Adams,152436,Tom Ford,2016,,
25000000,Levantine Films,USA,Theodore Melfi,Biography,169380936,Hidden Figures,PG,06-01-2017,127,7.8,Taraji P. Henson,121818,Allison Schroeder,2016,,
47000000,Lava Bear Films,USA,Denis Villeneuve,Drama,100546139,Arrival,PG-13,11-11-2016,116,8,Amy Adams,391385,Eric Heisserer,2016,,
125000000,DreamWorks Animation,USA,Mike Mitchell,Animation,153707064,Trolls,PG,04-11-2016,92,6.5,Anna Kendrick,49423,Jonathan Aibel,2016,,
200000000,Lucasfilm,USA,Gareth Edwards,Action,532177324,Rogue One,PG-13,16-12-2016,133,7.9,Felicity Jones,365473,Chris Weitz,2016,,
40000000,Cross Creek Pictures,Australia,Mel Gibson,Biography,67115062,Hasta el último hombre,R,04-11-2016,139,8.2,Andrew Garfield,263728,Robert Schenkkan,2016,,
58000000,Twentieth Century Fox Film Corporation,USA,Tim Miller,Action,363070709,Deadpool,R,12-02-2016,108,8,Ryan Reynolds,668625,Rhett Reese,2016,,
9000000,Blinding Edge Pictures,Japan,M. Night Shyamalan,Horror,138141585,Split,PG-13,20-01-2017,117,7.3,James McAvoy,213536,M. Night Shyamalan,2016,,
110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,Passengers,PG-13,21-12-2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,,
250000000,Warner Bros.,USA,Zack Snyder,Action,330360194,Batman v Superman: Dawn of Justice,PG-13,25-03-2016,151,6.6,Ben Affleck,497351,Chris Terrio,2016,,
185000000,Paramount Pictures,USA,Justin Lin,Action,158848340,Star Trek Beyond,PG-13,22-07-2016,122,7.1,Chris Pine,179426,Simon Pegg,2016,,
0,Amuse,Japan,Makoto Shinkai,Animation,5017246,Your name,PG,07-04-2017,106,8.5,Ryûnosuke Kamiki,54503,Makoto Shinkai,2016,,
165000000,Marvel Studios,USA,Scott Derrickson,Action,232641920,Doctor Strange,PG-13,04-11-2016,115,7.5,Benedict Cumberbatch,348307,Jon Spaihts,2016,,
12000000,The Weinstein Company,UK,Garth Davis,Biography,51694854,Lion,PG-13,06-01-2017,118,8.1,Dev Patel,133709,Saroo Brierley,2016,,
250000000,Marvel Studios,USA,Anthony Russo,Action,408084349,Captain America: Civil War,PG-13,06-05-2016,147,7.9,Chris Evans,442645,Christopher Markus,2016,,
40000000,New Line Cinema,Canada,James Wan,Horror,102470008,The Conjuring 2,R,10-06-2016,134,7.4,Vera Farmiga,151427,Carey Hayes,2016,,
20000000,Metro-Goldwyn-Mayer (MGM),UK,Thea Sharrock,Drama,56245075,Me Before You,PG-13,03-06-2016,106,7.4,Emilia Clarke,127889,Jojo Moyes,2016,,
45000000,Amblin Partners,USA,Tate Taylor,Crime,75311445,The Girl on the Train,R,07-10-2016,112,6.5,Emily Blunt,116916,Erin Cressida Wilson,2016,,
178000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,155442489,X-Men: Apocalypse,PG-13,27-05-2016,144,7,James McAvoy,296415,Simon Kinberg,2016,,
8500000,Amazon Studios,USA,Kenneth Lonergan,Drama,47695120,Manchester by the Sea,R,16-12-2016,137,7.9,Casey Affleck,159673,Kenneth Lonergan,2016,,
150000000,Walt Disney Pictures,USA,Byron Howard,Animation,341268248,Zootopia,PG,04-03-2016,108,8,Ginnifer Goodwin,317549,Byron Howard,2016,,
85000000,GK Films,UK,Robert Zemeckis,Action,40069087,Allied,R,23-11-2016,124,7.1,Brad Pitt,94624,Steven Knight,2016,,
40000000,Constantin Film,UK,Paul W.S. Anderson,Action,26830068,Resident Evil: The Final Chapter,R,27-01-2017,107,5.6,Milla Jovovich,58140,Paul W.S. Anderson,2016,,
1500000,A24,USA,Barry Jenkins,Drama,27850912,Moonlight,R,18-11-2016,111,7.5,Mahershala Ali,161857,Barry Jenkins,2016,,
9900000,Screen Gems,USA,Fede Alvarez,Crime,89210468,Don't Breathe,R,26-08-2016,88,7.2,Stephen Lang,139449,Fede Alvarez,2016,,
12000000,Film 44,USA,David Mackenzie,Crime,26862450,Hell or High Water,R,26-08-2016,102,7.6,Chris Pine,132328,Taylor Sheridan,2016,,
110000000,Mandeville Films,USA,Robert Schwentke,Action,66002193,Allegiant,PG-13,18-03-2016,120,5.7,Shailene Woodley,76550,Noah Oppenheim,2016,,
110000000,Twentieth Century Fox Film Corporation,UK,Tim Burton,Adventure,87242834,Miss Peregrine's Home for Peculiar Children,PG-13,30-09-2016,127,6.7,Eva Green,116495,Ransom Riggs,2016,,
46000000,Cappa Defina Productions,USA,Martin Scorsese,Adventure,7079191,Silence,R,13-01-2017,161,7.2,Andrew Garfield,61798,Jay Cocks,2016,,
120000000,Captivate Entertainment,UK,Paul Greengrass,Action,162434410,Jason Bourne,PG-13,29-07-2016,123,6.7,Matt Damon,163614,Paul Greengrass,2016,,
9000000,Gracie Films,USA,Kelly Fremon Craig,Comedy,14260193,The Edge of Seventeen,R,18-11-2016,104,7.4,Hailee Steinfeld,59867,Kelly Fremon Craig,2016,,
25000000,FilmNation Entertainment,USA,John Lee Hancock,Biography,12785093,The Founder,PG-13,20-01-2017,100,7.2,Michael Keaton,62193,Robert D. Siegel,2016,,
180000000,Warner Bros. Pictures,UK,David Yates,Action,126643061,The Legend of Tarzan,PG-13,01-07-2016,110,6.3,Alexander Skarsgård,128712,Adam Cozad,2016,,
35000000,Lakeshore Entertainment,USA,Anna Foerster,Action,30348260,Underworld: Blood Wars,R,06-01-2017,91,5.8,Kate Beckinsale,49911,Cory Goodman,2016,,
20000000,Black Bear Pictures,USA,Stephen Gaghan,Adventure,7222964,Gold,R,27-01-2017,120,6.7,Matthew McConaughey,32147,Patrick Massett,2016,,
0,Petit Film,France,Julia Ducournau,Drama,508425,Voraz,R,13-04-2017,99,7,Garance Marillier,22618,Julia Ducournau,2016,,
50000000,Misty Mountains,USA,Shane Black,Comedy,36261763,The Nice Guys,R,20-05-2016,116,7.4,Russell Crowe,193151,Shane Black,2016,,
43000000,Apaches Entertainment,UK,J.A. Bayona,Drama,3730982,A Monster Calls,PG-13,06-01-2017,108,7.5,Lewis MacDougall,49969,Patrick Ness,2016,,
0,Moho Film,South Korea,Chan-wook Park,Crime,2005473,The Handmaiden,NOT RATED,01-06-2016,144,8.1,Min-hee Kim,43552,Sarah Waters,2016,,
60000000,Flashlight Films,USA,Clint Eastwood,Biography,125070033,Sully,PG-13,09-09-2016,96,7.5,Tom Hanks,157212,Todd Komarnicki,2016,,
20000000,STX Entertainment,USA,Jon Lucas,Comedy,113257297,Bad Moms,R,29-07-2016,100,6.2,Mila Kunis,76251,Jon Lucas,2016,,
30000000,Quad Productions,France,Eric Summer,Animation,12760985,Leap!,PG,25-08-2017,89,6.8,Elle Fanning,9517,Eric Summer,2016,,
40000000,Regency Enterprises,USA,Gore Verbinski,Drama,8106986,A Cure for Wellness,R,17-02-2017,146,6.4,Dane DeHaan,45187,Justin Haythe,2016,,
150000000,Legendary East,USA,Yimou Zhang,Action,45157105,The Great Wall,PG-13,17-02-2017,103,6,Matt Damon,82181,Carlo Bernard,2016,,
40000000,BZ Entertainment,USA,Todd Phillips,Comedy,43017433,War Dogs,R,19-08-2016,114,7.1,Jonah Hill,123020,Stephen Chin,2016,,
38000000,Twentieth Century Fox Film Corporation,USA,John Hamburg,Comedy,60269575,Why Him?,R,23-12-2016,111,6.3,Zoey Deutch,63612,John Hamburg,2016,,
9000000,Fox Searchlight Pictures,Chile,Pablo Larraín,Biography,13958679,Jackie,R,02-12-2016,100,6.8,Natalie Portman,50652,Noah Oppenheim,2016,,
108000000,Appian Way,USA,Ben Affleck,Action,10377558,Live by Night,R,13-01-2017,129,6.4,Ben Affleck,35064,Ben Affleck,2016,,
75000000,Universal Pictures,Japan,Chris Renaud,Animation,368384330,La vida secreta de tus mascotas,PG,08-07-2016,87,6.6,Louis C.K.,133755,Cinco Paul,2016,,
140000000,Pyramania,USA,Alex Proyas,Action,31153464,Gods of Egypt,PG-13,26-02-2016,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016,,
40000000,Fox 2000 Pictures,USA,Greg Mottola,Action,14896798,Keeping Up with the Joneses,PG-13,21-10-2016,105,5.8,Zach Galifianakis,39443,Michael LeSieur,2016,,
60000000,Paramount Pictures,China,Edward Zwick,Action,58399160,Jack Reacher: Sin regreso,PG-13,21-10-2016,118,6.1,Tom Cruise,91071,Richard Wenk,2016,,
0,Toy Fight Productions,Canada,Nacho Vigalondo,Action,3021345,Ella es un monstruo,R,16-06-2017,109,6.2,Anne Hathaway,29178,Nacho Vigalondo,2016,,
19000000,Annapurna Pictures,USA,Greg Tiernan,Animation,97661826,Sausage Party,R,12-08-2016,89,6.2,Seth Rogen,133200,Kyle Hunter,2016,,
50000000,Paramount Pictures,Malta,Michael Bay,Action,52853219,13 Hours,R,15-01-2016,144,7.3,John Krasinski,82656,Chuck Hogan,2016,,
36000000,New Line Cinema,USA,David Frankel,Drama,30982955,Collateral Beauty,PG-13,16-12-2016,97,6.8,Will Smith,56439,Allan Loeb,2016,,
0,Electric City Entertainment,USA,Matt Ross,Comedy,5875006,Captain Fantastic,R,29-07-2016,118,7.9,Viggo Mortensen,121560,Matt Ross,2016,,
75000000,Columbia Pictures,USA,Ron Howard,Action,34343574,Inferno,PG-13,28-10-2016,121,6.2,Tom Hanks,111448,Dan Brown,2016,,
5000000,Lifetime Films,Japan,Eleanor Coppola,Comedy,5300675,Paris Can Wait,PG,03-08-2017,92,5.8,Diane Lane,2629,Eleanor Coppola,2016,,
13000000,Transfilm,France,John Madden,Drama,3439171,Sola contra el poder,R,09-12-2016,132,7.4,Jessica Chastain,28302,Jonathan Perera,2016,,
144000000,Columbia Pictures,USA,Paul Feig,Action,128344089,Ghostbusters,PG-13,15-07-2016,116,5.3,Melissa McCarthy,157351,Katie Dippold,2016,,
15000000,Paramount Pictures,USA,Dan Trachtenberg,Drama,71897215,10 Cloverfield Lane,PG-13,11-03-2016,104,7.2,John Goodman,208655,Josh Campbell,2016,,
20000000,Allison Shearmur Productions,USA,Henry Joost,Adventure,38562379,Nerve,PG-13,27-07-2016,96,6.6,Emma Roberts,81127,Jeanne Ryan,2016,,
160000000,Legendary Entertainment,China,Duncan Jones,Action,47365290,Warcraft: The Beginning,PG-13,10-06-2016,123,6.9,Travis Fimmel,197373,Charles Leavitt,2016,,
33000000,Twentieth Century Fox Film Corporation,USA,Jake Szymanski,Adventure,46007113,Mike and Dave Need Wedding Dates,R,08-07-2016,98,6,Zac Efron,61076,Andrew Jay Cohen,2016,,
90000000,K/O Paper Products,France,Jon M. Chu,Action,65075540,Los ilusionistas 2,PG-13,10-06-2016,129,6.5,Jesse Eisenberg,171985,Ed Solomon,2016,,
175000000,Fairview Entertainment,UK,Jon Favreau,Adventure,364001123,The Jungle Book,PG,15-04-2016,106,7.5,Neel Sethi,209062,Justin Marks,2016,,
7000000,Space Rocket Nation,Denmark,Nicolas Winding Refn,Horror,1333124,El demonio neón,R,24-06-2016,118,6.2,Elle Fanning,56660,Nicolas Winding Refn,2016,,
110000000,Summit Entertainment,Hong Kong,Peter Berg,Action,61284947,Horizonte profundo,PG-13,30-09-2016,107,7.2,Mark Wahlberg,104498,Matthew Michael Carnahan,2016,,
17000000,Columbia Pictures,USA,Jaume Collet-Serra,Drama,55121623,The Shallows,PG-13,24-06-2016,86,6.3,Blake Lively,87057,Anthony Jaswinski,2016,,
24000000,Bron Studios,USA,Denzel Washington,Drama,57642961,Fences,PG-13,25-12-2016,139,7.2,Denzel Washington,62351,August Wilson,2016,,
23000000,Hurwitz Creative,UK,Dexter Fletcher,Biography,15785632,Eddie the Eagle,PG-13,26-02-2016,106,7.4,Taron Egerton,60644,Sean Macaulay,2016,,
5000000,BH Tilt,USA,Greg McLean,Action,10164675,The Belko Experiment,R,17-03-2017,89,6.1,John Gallagher Jr.,23422,James Gunn,2016,,
45000000,Bluegrass Films,Hong Kong,Peter Berg,Crime,31886361,Día del atentado,R,13-01-2017,133,7.4,Mark Wahlberg,51563,Peter Berg,2016,,
4900000,New Line Cinema,USA,David F. Sandberg,Horror,67235683,Lights Out,PG-13,22-07-2016,81,6.4,Teresa Palmer,80019,Eric Heisserer,2016,,
40000000,Endgame Entertainment,France,Oliver Stone,Biography,21587519,Snowden,R,16-09-2016,134,7.3,Joseph Gordon-Levitt,92094,Kieran Fitzgerald,2016,,
0,Film Science,USA,Kelly Reichardt,Drama,1032942,Certain Women,R,22-02-2017,107,6.5,Michelle Williams,6298,Kelly Reichardt,2016,,
200000000,Pixar Animation Studios,USA,Andrew Stanton,Animation,486295561,Finding Dory,PG,17-06-2016,97,7.4,Ellen DeGeneres,173005,Andrew Stanton,2016,,
115000000,Universal Pictures,USA,Cedric Nicolas-Troyan,Action,47952020,The Huntsman: Winter's War,PG-13,22-04-2016,114,6.1,Chris Hemsworth,71570,Evan Spiliotopoulos,2016,,
10000000,Film4,UK,Ben Wheatley,Action,1798472,Free Fire,R,21-04-2017,91,6.5,Sharlto Copley,22157,Amy Jump,2016,,
0,Egoli Tossell KLK,UK,David Leveaux,Drama,606989,The Exception,R,02-06-2017,107,6.8,Lily James,3985,Simon Burke,2016,,
20000000,Heyday Films,UK,Derek Cianfrance,Drama,12545979,The Light Between Oceans,PG-13,02-09-2016,133,7.2,Michael Fassbender,32595,Derek Cianfrance,2016,,
165000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,103144286,Independence Day: Resurgence,PG-13,24-06-2016,120,5.3,Liam Hemsworth,137119,Nicolas Wright,2016,,
50000000,New Line Cinema,USA,Rawson Marshall Thurber,Action,127440871,Central Intelligence,PG-13,17-06-2016,107,6.3,Dwayne Johnson,106773,Ike Barinholtz,2016,,
8000000,Scott Free Productions,USA,Luke Scott,Action,3912052,Morgan,R,02-09-2016,92,5.8,Kate Mara,27297,Seth W. Owen,2016,,
28000000,Cross Creek Pictures,USA,Burr Steers,Action,10907291,Pride and Prejudice and Zombies,PG-13,05-02-2016,108,5.8,Lily James,37491,Burr Steers,2016,,
100000000,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681,Ben-Hur,PG-13,19-08-2016,123,5.7,Jack Huston,31863,Lew Wallace,2016,,
31500000,BenderSpink,USA,Ariel Vromen,Action,14268533,Criminal,R,15-04-2016,113,6.3,Kevin Costner,42478,Douglas Cook,2016,,
0,Braveart Films,USA,Susan Johnson,Comedy,19025,Carrie Pilby,Not specified,04-04-2017,98,6.6,Bel Powley,2617,Kara Holden,2016,,
28000000,George Films,UK,Brad Furman,Biography,15425870,The Infiltrator,R,13-07-2016,127,7,Bryan Cranston,50194,Ellen Sue Brown,2016,,
0,Next Entertainment World,South Korea,Sang-ho Yeon,Action,2129768,Estación Zombie: tren a Busan,NOT RATED,09-12-2016,118,7.5,Yoo Gong,72896,Joo-Suk Park,2016,,
27500000,Lionsgate,USA,Dan Mazer,Comedy,35537564,Dirty Grandpa,R,22-01-2016,102,6,Robert De Niro,82289,John Phillips,2016,,
70000000,RatPac-Dune Entertainment,USA,Nicholas Stoller,Animation,72655779,Storks,PG,23-09-2016,87,6.8,Andy Samberg,40740,Nicholas Stoller,2016,,
0,BBC Films,UK,Lone Scherfig,Comedy,3595841,Their Finest,R,07-04-2017,117,6.8,Gemma Arterton,8538,Gaby Chiappe,2016,,
6000000,CG Cinéma,France,Olivier Assayas,Drama,1305195,Personal Shopper,R,10-03-2017,105,6.2,Kristen Stewart,16843,Olivier Assayas,2016,,
25000000,Broadway Video,USA,Jared Hess,Action,17356894,Masterminds,PG-13,30-09-2016,95,5.8,Zach Galifianakis,34656,Chris Bowman,2016,,
0,Sixty Six Pictures,UK,William Oldroyd,Drama,1007759,Lady Macbeth,R,14-07-2017,89,7,Florence Pugh,6087,Nikolai Leskov,2016,,
3000000,Blackbird,USA,Dan Kwan,Adventure,4208879,Swiss Army Man,R,01-07-2016,97,7,Paul Dano,69827,Daniel Scheinert,2016,,
38000000,Columbia Pictures,USA,J Blakeson,Action,34912982,The 5th Wave,PG-13,22-01-2016,112,5.2,Chloë Grace Moretz,76535,Susannah Grant,2016,,
0,Nicholas Sparks Productions,USA,Ross Katz,Drama,18709066,The Choice,PG-13,05-02-2016,111,6.6,Benjamin Walker,22972,Bryan Sipe,2016,,
135000000,Paramount Pictures,USA,Dave Green,Action,82051601,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,03-06-2016,112,6,Megan Fox,64684,Josh Appelbaum,2016,,
60000000,Millennium Films,UK,Babak Najafi,Action,62524260,London Has Fallen,R,04-03-2016,99,5.9,Gerard Butler,106352,Creighton Rothenberger,2016,,
9000000,Allspark Pictures,USA,Mike Flanagan,Horror,34904885,Ouija: Origin of Evil,PG-13,21-10-2016,99,6.1,Elizabeth Reaser,35690,Mike Flanagan,2016,,
0,Aamir Khan Productions,India,Nitesh Tiwari,Action,12391761,Dangal,UNRATED,21-12-2016,161,8.7,Aamir Khan,70565,Piyush Gupta,2016,,
35000000,Good Universe,USA,Nicholas Stoller,Comedy,55291815,Neighbors 2: Sorority Rising,R,20-05-2016,92,5.7,Seth Rogen,83340,Andrew Jay Cohen,2016,,
60000000,Laika Entertainment,USA,Travis Knight,Animation,48023088,Kubo and the Two Strings,PG,19-08-2016,101,7.8,Charlize Theron,82575,Marc Haimes,2016,,
35000000,Miramax,Ireland,Sharon Maguire,Comedy,24252420,El bebé de Bridget Jones,R,16-09-2016,118,6.6,Renée Zellweger,48197,Helen Fielding,2016,,
20000000,Worldview Entertainment,USA,John Hillcoat,Action,12626905,Triple 9,R,26-02-2016,115,6.3,Casey Affleck,51631,Matt Cook,2016,,
22000000,Working Title Films,UK,Ethan Coen,Comedy,30080225,"Hail, Caesar!",PG-13,05-02-2016,106,6.3,Josh Brolin,94361,Joel Coen,2016,,
8000000,Lakeshore Entertainment,USA,William Brent Bell,Horror,35794166,The Boy,PG-13,22-01-2016,97,6,Lauren Cohan,55856,Stacey Menear,2016,,
6000000,Verdi Productions,USA,Ben Younger,Biography,4847865,Bleed for This,R,18-11-2016,117,6.8,Miles Teller,15158,Ben Younger,2016,,
30000000,FilmNation Entertainment,USA,Woody Allen,Comedy,11103205,Café Society,PG-13,05-08-2016,96,6.7,Jesse Eisenberg,50826,Woody Allen,2016,,
170000000,Walt Disney Pictures,USA,James Bobin,Adventure,77042381,Alice Through the Looking Glass,PG,27-05-2016,113,6.2,Mia Wasikowska,62895,Linda Woolverton,2016,,
29000000,Qwerty Films,UK,Stephen Frears,Biography,27370107,Florence Foster Jenkins,PG-13,12-08-2016,111,6.9,Meryl Streep,35671,Nicholas Martin,2016,,
18000000,Warner Bros.,USA,Jeff Nichols,Drama,3707794,Midnight Special,PG-13,21-04-2016,112,6.7,Michael Shannon,58549,Jeff Nichols,2016,,
0,K5 International,USA,Jim Jarmusch,Comedy,2141423,Paterson,R,27-07-2017,118,7.4,Adam Driver,36369,Jim Jarmusch,2016,,
10000000,Universal Pictures,USA,James DeMonaco,Action,79003080,The Purge: Election Year,R,01-07-2016,108,6,Frank Grillo,60239,James DeMonaco,2016,,
0,Cosmo Films,Ireland,John Carney,Comedy,3233839,Sing street; este es tu momento,PG-13,23-09-2016,106,8,Ferdia Walsh-Peelo,58989,Simon Carmody,2016,,
35000000,Big Talk Productions,UK,Louis Leterrier,Action,6864016,The Brothers Grimsby,R,11-03-2016,83,6.2,Sacha Baron Cohen,67444,Sacha Baron Cohen,2016,,
